-12.838246,-0.1546187,-9.383129,4.5938764,5.866857,0.62190235,1.5325781,5.9848413,6.3476534,-2.8973193,7.786666,-0.83095276,-1.6842179,0.42106223,-1.2085273,2.1260736,-0.5420252,-1.7899805,1.1045161,-1.8438544,1.1
-10.54374,1.2837397,-7.599494,6.5957904,2.9286504,-0.87261605,1.8997735,1.1047337,0.68601054,-0.233863,3.2383647,-2.9628463,0.94270265,-5.680137,-1.3569503,0.12653792,0.06967367,0.3671617,-0.47984874,-1.1132824,1.6
-11.587736,2.0996323,-7.465638,8.451629,3.89463,0.6588594,2.14497,2.4366424,4.2918983,-1.2927542,2.9164484,-1.0728946,2.3947616,-3.7324266,-0.3783315,-1.1273197,-0.51472795,0.34211066,-2.0762458,0.43039933,1.4
-10.393958,2.5447705,-6.783121,9.394276,0.5261107,-1.414802,2.3767416,-1.4507997,-2.4777844,0.22498298,0.40079522,-0.6936187,-0.27299288,0.33467895,1.2285279,0.85266745,-1.1387043,0.5485885,-0.6966435,-1.1204082,0.9
-9.923494,2.4602344,-5.907267,8.133649,-0.26185104,-1.7635881,1.7050524,-2.374069,-3.986689,0.008995529,-1.1845254,-1.8233615,0.19553223,1.0903698,0.3359438,1.8365576,-0.62034225,-0.50979996,-0.1468717,-1.6085367,1.3
-7.526005,5.4262424,-5.6996202,8.008392,2.380434,0.1989037,1.1766868,-2.6979692,-4.8625474,-0.33672032,-1.9813105,-2.7960274,-0.74319935,0.0002575834,0.5381185,-1.2560014,2.669,4.5061016,-0.96668935,1.5379051,1.3
-9.494376,1.9191898,-5.4370513,9.270434,-1.3176198,-1.0480827,0.13649945,-4.6747036,-3.2387505,1.9966224,-0.5972841,3.1978168,0.9806437,0.39702582,-0.45446202,-0.887493,2.1736066,-2.6882534,4.234942,-1.2361361,1.4
-9.747473,-0.01205062,-6.3298454,7.5684934,0.7467092,-1.3092622,3.9139142,-4.978326,-1.8796995,-2.9034696,-2.0826197,-0.3441835,1.6855339,0.8336055,0.44803908,0.6631612,0.45195326,-2.4802442,2.2114987,1.1009442,1.5
-10.054061,0.733661,-4.8209186,7.38728,-1.900251,-0.67299354,0.19556785,-1.0664725,-5.342532,2.6089084,2.0788074,2.3788168,1.8123852,3.6550837,0.64369774,0.056770798,-0.6812335,-0.29915106,-0.6101592,1.9979199,1.2
-12.626632,0.6453401,-6.845369,5.7734323,-1.0104295,-2.0406158,-5.102502,2.3609295,-0.48825338,-2.6511693,-2.4591582,1.2184943,-0.25156966,4.577538,-2.37862,0.6283947,-1.2955831,3.8160148,-3.2499716,2.95525,1.2
-12.616451,0.054696243,-7.520182,2.9138505,-0.9198581,1.8514267,-5.513848,1.741167,4.7549047,2.5358562,-2.9268663,1.062672,0.4464576,-0.4527154,-1.0722201,-1.2319123,-1.0702088,0.04995237,1.4731597,0.6993343,1.4
-12.38282,-0.48837772,-6.0069604,2.1962888,-1.5587147,0.44094923,-8.052683,3.4666302,3.7917347,1.8491094,-2.7116861,3.4547458,0.05604874,-0.16235061,-0.056288764,-1.3088728,-0.07051565,0.25938237,0.62987226,-0.7262935,1.2
-11.604704,-3.002724,-7.778877,-0.40132543,-1.9220436,-1.4434938,-6.517475,1.5561699,-0.39727,3.0409455,-1.4412448,2.6445165,-2.0727782,-1.7167548,-0.80941415,-0.09905238,-0.6344749,0.62343323,1.0177246,-2.4094899,1.1
-8.8774185,1.1294657,-6.2896132,-4.6820345,3.742101,7.1372066,-4.4465933,-1.0423841,-3.0980165,-5.0132732,-0.5062846,0.8576145,1.5860969,-0.7758583,1.8021611,-0.8182097,0.29382062,0.018560585,0.9738109,0.048996426,1.7
